patch_id,FIA_Forest_Type,patch_acres,acres,num_patches
14017,Mixed Upland Hardwoods,323,949111,3291
14018,Mixed Upland Hardwoods,234,949111,3291
14019,White Oak / Red Oak / Hickory,17,115120,329
14019,Mixed Upland Hardwoods,31,949111,3291
14021,Mixed Upland Hardwoods,15,949111,3291
14022,Mixed Upland Hardwoods,16,949111,3291
14023,Black Cherry,15,77569,93
14026,Sweetgum / Yellow-poplar,15,512092,300
14027,Mixed Upland Hardwoods,15,949111,3291
14030,Mixed Upland Hardwoods,15,949111,3291
14032,Mixed Upland Hardwoods,30,949111,3291
14033,Sweetgum / Yellow-poplar,0,512092,300
14034,Mixed Upland Hardwoods,16,949111,3291
14036,White Oak / Red Oak / Hickory,62,115120,329
14036,Sweetgum / Yellow-poplar,14,512092,300
14037,Black Cherry,61,77569,93
14039,Mixed Upland Hardwoods,15,949111,3291
14040,Mixed Upland Hardwoods,46,949111,3291
14042,Mixed Upland Hardwoods,62,949111,3291
14043,Mixed Upland Hardwoods,15,949111,3291
14044,Mixed Upland Hardwoods,31,949111,3291
14045,Mixed Upland Hardwoods,157,949111,3291
14046,Mixed Upland Hardwoods,16,949111,3291
14049,Mixed Upland Hardwoods,15,949111,3291
14050,White Oak / Red Oak / Hickory,139,115120,329
14050,White Oak,31,9348,53
14050,Yellow-poplar / White Oak / Red Oak,30,16541,139
14050,Sweetgum / Yellow-poplar,63,512092,300
14050,Mixed Upland Hardwoods,899,949111,3291
14050,Sycamore / Pecan / American Elm,46,7296,88
14053,Mixed Upland Hardwoods,63,949111,3291
14054,Mixed Upland Hardwoods,16,949111,3291
14055,Mixed Upland Hardwoods,15,949111,3291
14057,Mixed Upland Hardwoods,171,949111,3291
14058,Mixed Upland Hardwoods,76,949111,3291
14059,Mixed Upland Hardwoods,15,949111,3291
14060,Mixed Upland Hardwoods,62,949111,3291
14061,Mixed Upland Hardwoods,249,949111,3291
14062,Mixed Upland Hardwoods,15,949111,3291
14065,Yellow-poplar / White Oak / Red Oak,15,16541,139
14065,Black Locust,30,840,24
14065,Mixed Upland Hardwoods,77,949111,3291
14068,Mixed Upland Hardwoods,15,949111,3291
14069,Mixed Upland Hardwoods,45,949111,3291
14071,Black Cherry,15,77569,93
14072,Yellow-poplar / White Oak / Red Oak,16,16541,139
14072,Sweetgum / Yellow-poplar,15,512092,300
14073,Mixed Upland Hardwoods,16,949111,3291
14074,Post Oak / Blackjack Oak,339,8206,99
14074,Mixed Upland Hardwoods,322,949111,3291
14078,Mixed Upland Hardwoods,46,949111,3291
14079,Post Oak / Blackjack Oak,15,8206,99
14079,Mixed Upland Hardwoods,665,949111,3291
14079,Sugar Maple / Beech / Yellow Birch,16,38274,63
14080,Mixed Upland Hardwoods,47,949111,3291
14081,Post Oak / Blackjack Oak,47,8206,99
14081,Mixed Upland Hardwoods,151,949111,3291
14081,Sugar Maple / Beech / Yellow Birch,16,38274,63
14083,Mixed Upland Hardwoods,15,949111,3291
14084,Mixed Upland Hardwoods,15,949111,3291
14085,Yellow-poplar / White Oak / Red Oak,32,16541,139
14085,Mixed Upland Hardwoods,92,949111,3291
14088,Sweetgum / Yellow-poplar,15,512092,300
14088,Black Cherry,16,77569,93
14089,Yellow-poplar,32,30149,211
14092,Mixed Upland Hardwoods,636,949111,3291
14094,Sweetgum / Yellow-poplar,15,512092,300
14095,Loblolly Pine,153,357234,750
14095,Post Oak / Blackjack Oak,31,8206,99
14095,White Oak,13,9348,53
14095,Sweetgum / Yellow-poplar,104,512092,300
14095,Mixed Upland Hardwoods,1064,949111,3291
14095,Swamp Chestnut Oak / Cherrybark Oak,15,2256,18
14095,Sweetgum / Nuttall Oak / Willow Oak,280,21784,138
14096,Mixed Upland Hardwoods,31,949111,3291
14097,Sweetgum / Yellow-poplar,77,512092,300
14097,Black Cherry,16,77569,93
14099,Black Cherry,16,77569,93
14101,Sweetgum / Yellow-poplar,31,512092,300
14102,Mixed Upland Hardwoods,15,949111,3291
14103,Mixed Upland Hardwoods,31,949111,3291
14105,Mixed Upland Hardwoods,15,949111,3291
14107,Mixed Upland Hardwoods,16,949111,3291
14108,Chestnut Oak,15,32022,87
14109,Mixed Upland Hardwoods,15,949111,3291
14110,Mixed Upland Hardwoods,44,949111,3291
14111,Mixed Upland Hardwoods,186,949111,3291
14112,Mixed Upland Hardwoods,15,949111,3291
14113,Mixed Upland Hardwoods,16,949111,3291
14114,Mixed Upland Hardwoods,47,949111,3291
14115,Mixed Upland Hardwoods,108,949111,3291
14116,Mixed Upland Hardwoods,31,949111,3291
14117,Mixed Upland Hardwoods,16,949111,3291
14120,Mixed Upland Hardwoods,418,949111,3291
14123,Sweetgum / Yellow-poplar,15,512092,300
14126,Mixed Upland Hardwoods,31,949111,3291
14127,Black Cherry,16,77569,93
14128,Mixed Upland Hardwoods,15,949111,3291
14129,Black Cherry,16,77569,93
14130,Mixed Upland Hardwoods,15,949111,3291
14132,Mixed Upland Hardwoods,32,949111,3291
14134,Sweetgum / Yellow-poplar,15,512092,300
14134,Black Cherry,31,77569,93
14136,Sweetgum / Yellow-poplar,15,512092,300
14139,Post Oak / Blackjack Oak,15,8206,99
14139,Mixed Upland Hardwoods,89,949111,3291
14140,Mixed Upland Hardwoods,31,949111,3291
14141,Mixed Upland Hardwoods,15,949111,3291
14143,White Oak / Red Oak / Hickory,46,115120,329
14143,Mixed Upland Hardwoods,31,949111,3291
14145,Mixed Upland Hardwoods,15,949111,3291
14148,Mixed Upland Hardwoods,16,949111,3291
14149,Mixed Upland Hardwoods,16,949111,3291
14150,Chestnut Oak,77,32022,87
14150,Mixed Upland Hardwoods,47,949111,3291
14151,Mixed Upland Hardwoods,15,949111,3291
14154,Mixed Upland Hardwoods,15,949111,3291
14155,Mixed Upland Hardwoods,31,949111,3291
14161,Mixed Upland Hardwoods,30,949111,3291
14163,Black Locust,16,840,24
14163,Mixed Upland Hardwoods,15,949111,3291
14166,Mixed Upland Hardwoods,94,949111,3291
14167,Mixed Upland Hardwoods,16,949111,3291
14170,Mixed Upland Hardwoods,16,949111,3291
14171,Mixed Upland Hardwoods,15,949111,3291
14174,Mixed Upland Hardwoods,16,949111,3291
14176,Mixed Upland Hardwoods,48,949111,3291
14177,White Oak / Red Oak / Hickory,15,115120,329
14178,White Oak / Red Oak / Hickory,15,115120,329
14178,Sweetgum / Yellow-poplar,15,512092,300
14178,Mixed Upland Hardwoods,169,949111,3291
14180,Mixed Upland Hardwoods,830,949111,3291
14181,Sweetgum / Yellow-poplar,13,512092,300
14182,White Oak / Red Oak / Hickory,15,115120,329
14182,Mixed Upland Hardwoods,462,949111,3291
14182,Sugar Maple / Beech / Yellow Birch,31,38274,63
14183,Mixed Upland Hardwoods,108,949111,3291
14184,Mixed Upland Hardwoods,63,949111,3291
14184,Black Ash / American Elm / Red Maple,15,6349,106
14184,Black Cherry,15,77569,93
14186,Eastern Hemlock,16,223,3
14186,Sweetgum / Yellow-poplar,62,512092,300
14186,Black Cherry,78,77569,93
14188,Mixed Upland Hardwoods,15,949111,3291
14189,Mixed Upland Hardwoods,31,949111,3291
14191,Mixed Upland Hardwoods,15,949111,3291
14192,Post Oak / Blackjack Oak,975,8206,99
14192,White Oak / Red Oak / Hickory,2458,115120,329
14192,Yellow-poplar / White Oak / Red Oak,1656,16541,139
14192,Yellow-poplar,246,30149,211
14192,Red Maple / Oak,1351,9392,92
14192,Mixed Upland Hardwoods,9033,949111,3291
14192,Cottonwood,47,1175,15
14192,Red Maple / Lowland,46,2511,43
14192,Sugar Maple / Beech / Yellow Birch,108,38274,63
14193,Mixed Upland Hardwoods,182,949111,3291
14194,Mixed Upland Hardwoods,15,949111,3291
14200,Mixed Upland Hardwoods,91,949111,3291
14202,Mixed Upland Hardwoods,16,949111,3291
14203,Mixed Upland Hardwoods,15,949111,3291
14205,Mixed Upland Hardwoods,16,949111,3291
14206,White Oak / Red Oak / Hickory,16,115120,329
14206,Sweetgum / Yellow-poplar,16,512092,300
14208,White Oak / Red Oak / Hickory,15,115120,329
14208,Yellow-poplar / White Oak / Red Oak,16,16541,139
14209,Mixed Upland Hardwoods,15,949111,3291
14210,Mixed Upland Hardwoods,31,949111,3291
14211,Mixed Upland Hardwoods,16,949111,3291
14217,Mixed Upland Hardwoods,48,949111,3291
14220,Mixed Upland Hardwoods,15,949111,3291
14222,Virginia Pine,15,18108,91
14222,White Oak,16,9348,53
14222,Mixed Upland Hardwoods,46,949111,3291
14223,Loblolly Pine,16,357234,750
14223,Virginia Pine / Southern Red Oak,15,19632,66
14223,Sweetgum / Yellow-poplar,30,512092,300
14223,Mixed Upland Hardwoods,92,949111,3291
14223,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
14224,Mixed Upland Hardwoods,46,949111,3291
14225,Mixed Upland Hardwoods,15,949111,3291
14227,Mixed Upland Hardwoods,31,949111,3291
14228,Mixed Upland Hardwoods,77,949111,3291
14231,Mixed Upland Hardwoods,1527,949111,3291
14232,Mixed Upland Hardwoods,30,949111,3291
14233,Mixed Upland Hardwoods,16,949111,3291
14234,White Oak / Red Oak / Hickory,16,115120,329
14235,Mixed Upland Hardwoods,15,949111,3291
14236,Mixed Upland Hardwoods,16,949111,3291
14240,Mixed Upland Hardwoods,30,949111,3291
14241,Mixed Upland Hardwoods,16,949111,3291
14242,Mixed Upland Hardwoods,202,949111,3291
14244,Mixed Upland Hardwoods,15,949111,3291
14246,Mixed Upland Hardwoods,47,949111,3291
14247,Mixed Upland Hardwoods,16,949111,3291
14249,Black Cherry,16,77569,93
14250,Mixed Upland Hardwoods,16,949111,3291
14253,White Oak / Red Oak / Hickory,47,115120,329
14255,Yellow-poplar / White Oak / Red Oak,16,16541,139
14255,Yellow-poplar,16,30149,211
14256,Post Oak / Blackjack Oak,15,8206,99
14258,Mixed Upland Hardwoods,91,949111,3291
14261,Mixed Upland Hardwoods,48,949111,3291
14264,Virginia Pine,15,18108,91
14265,Sycamore / Pecan / American Elm,16,7296,88
14266,Mixed Upland Hardwoods,15,949111,3291
14268,Black Cherry,15,77569,93
14270,Post Oak / Blackjack Oak,15,8206,99
14270,Mixed Upland Hardwoods,15,949111,3291
14271,Black Cherry,15,77569,93
14272,Mixed Upland Hardwoods,31,949111,3291
14274,Mixed Upland Hardwoods,31,949111,3291
14276,Mixed Upland Hardwoods,31,949111,3291
14278,Mixed Upland Hardwoods,15,949111,3291
14279,Mixed Upland Hardwoods,31,949111,3291
14280,Black Locust,30,840,24
14280,Mixed Upland Hardwoods,15,949111,3291
14282,Yellow-poplar,30,30149,211
14284,Mixed Upland Hardwoods,31,949111,3291
14285,Mixed Upland Hardwoods,15,949111,3291
14288,Mixed Upland Hardwoods,231,949111,3291
14288,Black Cherry,16,77569,93
14289,Post Oak / Blackjack Oak,15,8206,99
14289,Mixed Upland Hardwoods,250,949111,3291
14290,Mixed Upland Hardwoods,215,949111,3291
14291,Sweetgum / Yellow-poplar,231,512092,300
14291,Mixed Upland Hardwoods,881,949111,3291
14291,Sycamore / Pecan / American Elm,84,7296,88
14292,Mixed Upland Hardwoods,86,949111,3291
14297,Black Cherry,16,77569,93
14298,Virginia Pine / Southern Red Oak,15,19632,66
14298,White Oak / Red Oak / Hickory,16,115120,329
14298,Sweetgum / Yellow-poplar,16,512092,300
14299,Mixed Upland Hardwoods,15,949111,3291
14301,Mixed Upland Hardwoods,16,949111,3291
14302,Sweetgum / Yellow-poplar,370,512092,300
14302,Mixed Upland Hardwoods,1157,949111,3291
14302,Sweetgum / Nuttall Oak / Willow Oak,170,21784,138
14302,Sycamore / Pecan / American Elm,295,7296,88
14303,Mixed Upland Hardwoods,15,949111,3291
14304,Black Cherry,31,77569,93
14307,Mixed Upland Hardwoods,15,949111,3291
14308,Mixed Upland Hardwoods,31,949111,3291
14309,Post Oak / Blackjack Oak,15,8206,99
14309,Mixed Upland Hardwoods,479,949111,3291
14309,Sugar Maple / Beech / Yellow Birch,46,38274,63
14310,Black Cherry,15,77569,93
14311,Sweetgum / Yellow-poplar,16,512092,300
14312,Mixed Upland Hardwoods,31,949111,3291
14313,Sweetgum / Yellow-poplar,15,512092,300
14313,Black Cherry,30,77569,93
14316,Mixed Upland Hardwoods,15,949111,3291
14317,Mixed Upland Hardwoods,16,949111,3291
14318,Mixed Upland Hardwoods,15,949111,3291
14319,Mixed Upland Hardwoods,16,949111,3291
14321,Mixed Upland Hardwoods,31,949111,3291
14323,Mixed Upland Hardwoods,46,949111,3291
14324,Mixed Upland Hardwoods,47,949111,3291
14328,Mixed Upland Hardwoods,30,949111,3291
14329,Post Oak / Blackjack Oak,31,8206,99
14329,Mixed Upland Hardwoods,232,949111,3291
14332,White Oak / Red Oak / Hickory,16,115120,329
14332,Mixed Upland Hardwoods,94,949111,3291
14332,Sycamore / Pecan / American Elm,47,7296,88
14333,Sycamore / Pecan / American Elm,13,7296,88
14339,Mixed Upland Hardwoods,16,949111,3291
14340,Mixed Upland Hardwoods,15,949111,3291
14343,Mixed Upland Hardwoods,15,949111,3291
14345,Mixed Upland Hardwoods,16,949111,3291
14346,Red Maple / Lowland,15,2511,43
14348,Mixed Upland Hardwoods,32,949111,3291
14349,Mixed Upland Hardwoods,30,949111,3291
14350,Mixed Upland Hardwoods,15,949111,3291
14353,Mixed Upland Hardwoods,417,949111,3291
14354,Yellow-poplar,16,30149,211
14355,Mixed Upland Hardwoods,31,949111,3291
14358,White Oak / Red Oak / Hickory,17,115120,329
14359,Post Oak / Blackjack Oak,15,8206,99
14360,Mixed Upland Hardwoods,16,949111,3291
14362,Sweetgum / Yellow-poplar,16,512092,300
14364,Mixed Upland Hardwoods,16,949111,3291
14365,Virginia Pine / Southern Red Oak,15,19632,66
14365,Sweetgum / Yellow-poplar,16,512092,300
14365,Mixed Upland Hardwoods,46,949111,3291
14366,Sweetgum / Yellow-poplar,441,512092,300
14366,Black Locust,47,840,24
14366,Mixed Upland Hardwoods,5431,949111,3291
14366,Sweetgum / Nuttall Oak / Willow Oak,6,21784,138
14367,Mixed Upland Hardwoods,46,949111,3291
14369,Mixed Upland Hardwoods,78,949111,3291
14370,Mixed Upland Hardwoods,45,949111,3291
14371,Mixed Upland Hardwoods,31,949111,3291
14379,Sweetgum / Yellow-poplar,1,512092,300
14382,Mixed Upland Hardwoods,16,949111,3291
14382,Sycamore / Pecan / American Elm,16,7296,88
14384,Sycamore / Pecan / American Elm,30,7296,88
14389,Mixed Upland Hardwoods,16,949111,3291
14390,Mixed Upland Hardwoods,263,949111,3291
14391,White Oak / Red Oak / Hickory,31,115120,329
14391,Sweetgum / Yellow-poplar,15,512092,300
14392,Sweetgum / Yellow-poplar,31,512092,300
14392,Mixed Upland Hardwoods,1172,949111,3291
14392,Sycamore / Pecan / American Elm,107,7296,88
14396,Mixed Upland Hardwoods,46,949111,3291
14396,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
14397,Mixed Upland Hardwoods,31,949111,3291
14398,Mixed Upland Hardwoods,62,949111,3291
14399,Mixed Upland Hardwoods,15,949111,3291
14400,Mixed Upland Hardwoods,15,949111,3291
14401,Mixed Upland Hardwoods,15,949111,3291
14402,Mixed Upland Hardwoods,15,949111,3291
14403,Mixed Upland Hardwoods,15,949111,3291
14404,Mixed Upland Hardwoods,15,949111,3291
14406,White Oak / Red Oak / Hickory,31,115120,329
14406,Mixed Upland Hardwoods,31,949111,3291
14406,Red Maple / Lowland,16,2511,43
14407,Mixed Upland Hardwoods,32,949111,3291
14411,Mixed Upland Hardwoods,181,949111,3291
14412,Mixed Upland Hardwoods,15,949111,3291
14413,Yellow-poplar / White Oak / Red Oak,15,16541,139
14413,Mixed Upland Hardwoods,155,949111,3291
14413,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
14414,Loblolly Pine / Hardwood,16,73453,269
14414,Mixed Upland Hardwoods,672,949111,3291
14414,Sweetgum / Nuttall Oak / Willow Oak,77,21784,138
14414,Sugarberry / Hackberry / Elm / Green Ash,31,326,6
14414,Red Maple / Lowland,170,2511,43
14415,Mixed Upland Hardwoods,30,949111,3291
14415,Sycamore / Pecan / American Elm,78,7296,88
14417,Mixed Upland Hardwoods,15,949111,3291
14418,Mixed Upland Hardwoods,15,949111,3291
14419,Sycamore / Pecan / American Elm,15,7296,88
14424,White Oak / Red Oak / Hickory,16,115120,329
14424,Mixed Upland Hardwoods,31,949111,3291
14428,Mixed Upland Hardwoods,15,949111,3291
14429,White Oak / Red Oak / Hickory,15,115120,329
14429,Sweetgum / Yellow-poplar,109,512092,300
14429,Mixed Upland Hardwoods,1126,949111,3291
14432,Mixed Upland Hardwoods,93,949111,3291
14433,Mixed Upland Hardwoods,16,949111,3291
14435,Sycamore / Pecan / American Elm,16,7296,88
14437,Mixed Upland Hardwoods,78,949111,3291
14438,Mixed Upland Hardwoods,16,949111,3291
14439,Mixed Upland Hardwoods,15,949111,3291
14442,White Oak / Red Oak / Hickory,62,115120,329
14442,Mixed Upland Hardwoods,30,949111,3291
14444,Sugar Maple / Beech / Yellow Birch,15,38274,63
14447,Mixed Upland Hardwoods,16,949111,3291
14448,Mixed Upland Hardwoods,31,949111,3291
14452,Mixed Upland Hardwoods,16,949111,3291
14454,Loblolly Pine,16,357234,750
14454,Virginia Pine / Southern Red Oak,16,19632,66
14454,White Oak / Red Oak / Hickory,92,115120,329
14454,Yellow-poplar / White Oak / Red Oak,31,16541,139
14454,Sweetgum / Yellow-poplar,61,512092,300
14454,Mixed Upland Hardwoods,140,949111,3291
14455,Sycamore / Pecan / American Elm,15,7296,88
14456,Sycamore / Pecan / American Elm,47,7296,88
14457,Mixed Upland Hardwoods,16,949111,3291
14459,Sycamore / Pecan / American Elm,14,7296,88
14461,Mixed Upland Hardwoods,15,949111,3291
14462,Mixed Upland Hardwoods,31,949111,3291
14466,Mixed Upland Hardwoods,93,949111,3291
14466,Sycamore / Pecan / American Elm,31,7296,88
14468,Mixed Upland Hardwoods,16,949111,3291
14469,Mixed Upland Hardwoods,15,949111,3291
14470,Mixed Upland Hardwoods,15,949111,3291
14471,Mixed Upland Hardwoods,16,949111,3291
14476,Mixed Upland Hardwoods,2206,949111,3291
14477,Mixed Upland Hardwoods,15,949111,3291
14478,Mixed Upland Hardwoods,15,949111,3291
14479,Mixed Upland Hardwoods,16,949111,3291
14481,Eastern White Pine,0,559,9
14482,Mixed Upland Hardwoods,16,949111,3291
14483,Sweetgum / Yellow-poplar,16,512092,300
14484,Mixed Upland Hardwoods,16,949111,3291
14486,Mixed Upland Hardwoods,16,949111,3291
14489,Mixed Upland Hardwoods,16,949111,3291
14492,White Oak / Red Oak / Hickory,30,115120,329
14492,Mixed Upland Hardwoods,31,949111,3291
14494,Mixed Upland Hardwoods,16,949111,3291
14495,Sweetgum / Yellow-poplar,16,512092,300
14495,Black Ash / American Elm / Red Maple,16,6349,106
14496,Loblolly Pine,15,357234,750
14496,Mixed Upland Hardwoods,16,949111,3291
14497,Mixed Upland Hardwoods,15,949111,3291
14498,Mixed Upland Hardwoods,108,949111,3291
14501,Mixed Upland Hardwoods,16,949111,3291
14503,Mixed Upland Hardwoods,15,949111,3291
14504,Mixed Upland Hardwoods,31,949111,3291
14505,Sycamore / Pecan / American Elm,16,7296,88
14507,Mixed Upland Hardwoods,16,949111,3291
14509,Eastern White Pine,15,559,9
14509,White Oak / Red Oak / Hickory,47,115120,329
14509,Sweetgum / Yellow-poplar,30,512092,300
14509,Mixed Upland Hardwoods,32,949111,3291
14511,Mixed Upland Hardwoods,46,949111,3291
14512,Mixed Upland Hardwoods,15,949111,3291
14513,Mixed Upland Hardwoods,280,949111,3291
14513,Sycamore / Pecan / American Elm,46,7296,88
14514,Mixed Upland Hardwoods,171,949111,3291
14515,Mixed Upland Hardwoods,16,949111,3291
14517,Mixed Upland Hardwoods,16,949111,3291
14518,Mixed Upland Hardwoods,76,949111,3291
14519,Mixed Upland Hardwoods,15,949111,3291
14520,Mixed Upland Hardwoods,16,949111,3291
14523,Mixed Upland Hardwoods,15,949111,3291
14524,Mixed Upland Hardwoods,17,949111,3291
14525,Virginia Pine / Southern Red Oak,31,19632,66
14525,White Oak / Red Oak / Hickory,61,115120,329
14525,Sweetgum / Yellow-poplar,61,512092,300
14525,Mixed Upland Hardwoods,32,949111,3291
14526,Mixed Upland Hardwoods,15,949111,3291
14527,Mixed Upland Hardwoods,31,949111,3291
14528,Mixed Upland Hardwoods,32,949111,3291
14529,Mixed Upland Hardwoods,16,949111,3291
14530,Mixed Upland Hardwoods,108,949111,3291
14530,Red Maple / Lowland,16,2511,43
14531,Mixed Upland Hardwoods,31,949111,3291
14532,Mixed Upland Hardwoods,15,949111,3291
14534,Mixed Upland Hardwoods,231,949111,3291
14535,Mixed Upland Hardwoods,45,949111,3291
14535,Sycamore / Pecan / American Elm,30,7296,88
14537,Mixed Upland Hardwoods,46,949111,3291
14539,Mixed Upland Hardwoods,606,949111,3291
14542,Mixed Upland Hardwoods,107,949111,3291
14543,Sycamore / Pecan / American Elm,15,7296,88
14544,Sweetgum / Yellow-poplar,15,512092,300
14545,Red Maple / Oak,32,9392,92
14545,Mixed Upland Hardwoods,200,949111,3291
14546,Mixed Upland Hardwoods,15,949111,3291
14547,Mixed Upland Hardwoods,15,949111,3291
14549,Mixed Upland Hardwoods,47,949111,3291
14550,Mixed Upland Hardwoods,16,949111,3291
14551,Mixed Upland Hardwoods,15,949111,3291
14554,Mixed Upland Hardwoods,156,949111,3291
14555,Mixed Upland Hardwoods,77,949111,3291
14557,Yellow-poplar,16,30149,211
14558,Sweetgum / Yellow-poplar,15,512092,300
14559,Mixed Upland Hardwoods,31,949111,3291
14560,White Oak / Red Oak / Hickory,16,115120,329
14560,Mixed Upland Hardwoods,46,949111,3291
14561,Mixed Upland Hardwoods,15,949111,3291
14565,Mixed Upland Hardwoods,17,949111,3291
14567,White Oak / Red Oak / Hickory,47,115120,329
14567,Sweetgum / Yellow-poplar,16,512092,300
14568,Mixed Upland Hardwoods,16,949111,3291
14573,Sweetgum / Yellow-poplar,15,512092,300
14573,Mixed Upland Hardwoods,48,949111,3291
14574,Mixed Upland Hardwoods,30,949111,3291
14576,Mixed Upland Hardwoods,47,949111,3291
14577,Mixed Upland Hardwoods,61,949111,3291
14581,Mixed Upland Hardwoods,15,949111,3291
14582,Sweetgum / Yellow-poplar,14,512092,300
14589,Mixed Upland Hardwoods,15,949111,3291
14591,Mixed Upland Hardwoods,31,949111,3291
14592,White Oak / Red Oak / Hickory,16,115120,329
14597,Mixed Upland Hardwoods,77,949111,3291
14598,Mixed Upland Hardwoods,31,949111,3291
14599,White Oak / Red Oak / Hickory,16,115120,329
